,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
727,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
728,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
729,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
730,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
731,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
732,ሃይፐርታይሮዲዝም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት,ማላብ
733,ሃይፐርታይሮዲዝም,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ማላብ
734,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,እረፍት ማጣት,ማላብ
735,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,ማላብ
736,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
737,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
738,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
739,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
740,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
741,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
742,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
743,ሃይፖግላይሴሚያ,ድካም,ጭንቀት,ማላብ,ራስ ምታት
744,ሃይፖግላይሴሚያ,ማስታወክ,ጭንቀት,ማላብ,ራስ ምታት
745,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ማላብ,ራስ ምታት
746,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ራስ ምታት
747,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
748,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
749,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
750,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
751,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
752,የአርትሮሲስ በሽታ,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም,እብጠት_መገጣጠሚያዎች
753,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም,እብጠት_መገጣጠሚያዎች
754,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,hip_የመገጣጠሚያ_ህመም,እብጠት_መገጣጠሚያዎች
755,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,እብጠት_መገጣጠሚያዎች
756,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
757,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
758,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
759,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
760,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
761,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
762,አርትራይተስ,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት,የሚያሰቃይ_መራመድ
763,አርትራይተስ,የጡንቻ_ደካማነት,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት,የሚያሰቃይ_መራመድ
764,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,የእንቅስቃሴ_ግትርነት,የሚያሰቃይ_መራመድ
765,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የሚያሰቃይ_መራመድ
766,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
767,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
768,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
769,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
770,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
771,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
772,(vertigo) Paroymsal  Positional Vertigo,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች,ሚዛን_ማጣት
773,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች,ሚዛን_ማጣት
774,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,የሚሽከረከር_እንቅስቃሴዎች,ሚዛን_ማጣት
775,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,ሚዛን_ማጣት
776,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
777,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
778,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
779,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,ሚዛን_ማጣት
780,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
781,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
782,ብጉር,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ,
783,ብጉር,የቆዳ_ሽፍታ,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ,
784,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,የሚንቀጠቀጡ,
785,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,
786,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
787,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,
788,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,የሚንቀጠቀጡ,
789,ብጉር,የቆዳ_ሽፍታ,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ,
790,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
791,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
792,የሽንት ቧንቧ ኢንፌክሽን,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት,
793,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት,
794,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የማያቋርጥ_የሽንት_ስሜት,
795,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,
796,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
797,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የማያቋርጥ_የሽንት_ስሜት,
798,የሽንት ቧንቧ ኢንፌክሽን,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት,
799,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የማያቋርጥ_የሽንት_ስሜት,
800,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
801,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
802,Psoriasis,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ,በምስማር_ውስጥ_ትንንሽ_ጥርሶች
803,Psoriasis,የቆዳ_ሽፍታ,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ,በምስማር_ውስጥ_ትንንሽ_ጥርሶች
804,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,ብር_የሚመስል_አቧራ,በምስማር_ውስጥ_ትንንሽ_ጥርሶች
805,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,በምስማር_ውስጥ_ትንንሽ_ጥርሶች
806,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
807,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
808,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
809,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
810,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
811,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
812,ኢምፔቲጎ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
813,ኢምፔቲጎ,የቆዳ_ሽፍታ,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
814,ኢምፔቲጎ,የቆዳ_ሽፍታ,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
815,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
816,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,ቢጫ_ቅርፊት_አዝ
817,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
818,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
819,ኢምፔቲጎ,የቆዳ_ሽፍታ,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
820,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
821,የፈንገስ ኢንፌክሽን,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches,
822,የፈንገስ ኢንፌክሽን,እከክ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches,
823,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,dischromic _patches,
824,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,
825,የፈንገስ ኢንፌክሽን,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches,
826,የፈንገስ ኢንፌክሽን,እከክ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches,
827,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,dischromic _patches,
828,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,
829,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
830,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
831,አለርጂ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት,
832,አለርጂ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት,
833,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ከዓይን_ማጠጣት,
834,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,
835,አለርጂ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት,
836,አለርጂ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት,
837,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ከዓይን_ማጠጣት,
838,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,
839,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
840,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
841,GERD,የሆድ_ህመም,በምላስ_ላይ_ቁስል,ማስታወክ,ሳል
842,GERD,የሆድ_ህመም,አሲድነት,ማስታወክ,ሳል
843,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ሳል
844,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
845,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
846,GERD,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ,ሳል
847,GERD,የሆድ_ህመም,በምላስ_ላይ_ቁስል,ማስታወክ,ሳል
848,GERD,የሆድ_ህመም,አሲድነት,ማስታወክ,ሳል
849,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ሳል
850,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
851,ሥር የሰደደ ኮሌስትሮል,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
852,ሥር የሰደደ ኮሌስትሮል,እከክ,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
853,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
854,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,የምግብ ፍላጎት_ማጣት
855,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
856,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
857,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
858,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
859,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
860,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
861,የመድሃኒት ምላሽ,እከክ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
862,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
863,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ነጠብጣብ_ሽንት
864,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
865,የመድሃኒት ምላሽ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
866,የመድሃኒት ምላሽ,እከክ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
867,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
868,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ነጠብጣብ_ሽንት
869,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
870,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም,የጋዞች_መተላለፊያ
871,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የሆድ_ህመም,የጋዞች_መተላለፊያ
872,የፔፕቲክ ቁስለት በሽታ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም,የጋዞች_መተላለፊያ
873,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም,የጋዞች_መተላለፊያ
874,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የሆድ_ህመም,የጋዞች_መተላለፊያ
875,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የጋዞች_መተላለፊያ
876,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
877,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
878,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
879,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
880,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
881,AIDS,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች,
882,AIDS,ጡንቻ_ማባከን,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች,
883,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከጋብቻ ውጪ ያሉ እውቂያዎች,
884,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,
885,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
886,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
887,AIDS,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች,
888,AIDS,ጡንቻ_ማባከን,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች,
889,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,
890,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
